#T(K), Kl_SlackLow(W/mK), Kl_SlackSim(W/mK), Kl_CahillLow(W/mK), Cv(J/molK), S(J/molK), S_Debye(J/molK), H(eV), mpf(µm)
810.0000 8.1342 0.0000 1.6146 17.2083 13.1528 2.4165 -0.2208 2928711.9356
820.0000 8.2159 0.0000 1.6428 17.3474 13.3648 2.4904 -0.2271 2934409.9009
830.0000 8.2958 0.0000 1.6710 17.4833 13.5759 2.5650 -0.2335 2939919.4656
840.0000 8.3739 0.0000 1.6991 17.6160 13.7861 2.6405 -0.2400 2945248.6271
850.0000 8.4503 0.0000 1.7273 17.7457 13.9953 2.7167 -0.2465 2950404.9767
860.0000 8.5250 0.0000 1.7554 17.8723 14.2036 2.7937 -0.2531 2955395.7227
870.0000 8.5980 0.0000 1.7836 17.9960 14.4110 2.8714 -0.2598 2960227.7123
880.0000 8.6694 0.0000 1.8117 18.1168 14.6173 2.9498 -0.2666 2964907.4528
890.0000 8.7393 0.0000 1.8398 18.2349 14.8227 3.0289 -0.2734 2969441.1304
900.0000 8.8076 0.0000 1.8679 18.3502 15.0271 3.1087 -0.2803 2973834.6289
910.0000 8.8743 0.0000 1.8960 18.4629 15.2305 3.1892 -0.2872 2978093.5460
920.0000 8.9397 0.0000 1.9240 18.5730 15.4329 3.2703 -0.2942 2982223.2100
930.0000 9.0035 0.0000 1.9521 18.6807 15.6342 3.3521 -0.3013 2986228.6943
940.0000 9.0660 0.0000 1.9801 18.7858 15.8346 3.4344 -0.3085 2990114.8315
950.0000 9.1271 0.0000 2.0081 18.8886 16.0339 3.5174 -0.3157 2993886.2270
960.0000 9.1869 0.0000 2.0361 18.9891 16.2323 3.6009 -0.3229 2997547.2706
970.0000 9.2453 0.0000 2.0640 19.0873 16.4295 3.6851 -0.3303 3001102.1489
980.0000 9.3025 0.0000 2.0920 19.1833 16.6258 3.7697 -0.3377 3004554.8559
990.0000 9.3585 0.0000 2.1199 19.2772 16.8210 3.8549 -0.3451 3007909.2032
1000.0000 9.4132 0.0000 2.1478 19.3690 17.0152 3.9407 -0.3526 3011168.8298
1010.0000 9.4668 0.0000 2.1757 19.4587 17.2084 4.0269 -0.3602 3014337.2111
1020.0000 9.5192 0.0000 2.2036 19.5465 17.4006 4.1137 -0.3678 3017417.6674
1030.0000 9.5705 0.0000 2.2314 19.6324 17.5917 4.2009 -0.3755 3020413.3723
1040.0000 9.6207 0.0000 2.2592 19.7163 17.7818 4.2886 -0.3832 3023327.3597
1050.0000 9.6699 0.0000 2.2870 19.7985 17.9708 4.3768 -0.3910 3026162.5313
1060.0000 9.7180 0.0000 2.3148 19.8789 18.1589 4.4654 -0.3989 3028921.6635
1070.0000 9.7651 0.0000 2.3426 19.9575 18.3459 4.5545 -0.4068 3031607.4131
1080.0000 9.8112 0.0000 2.3703 20.0344 18.5319 4.6440 -0.4148 3034222.3239
1090.0000 9.8563 0.0000 2.3980 20.1097 18.7169 4.7339 -0.4228 3036768.8322
1100.0000 9.9005 0.0000 2.4257 20.1834 18.9009 4.8242 -0.4309 3039249.2718
1110.0000 9.9438 0.0000 2.4534 20.2556 19.0839 4.9148 -0.4390 3041665.8794
1120.0000 9.9862 0.0000 2.4810 20.3262 19.2659 5.0059 -0.4472 3044020.7991
1130.0000 10.0277 0.0000 2.5087 20.3953 19.4469 5.0973 -0.4554 3046316.0871
1140.0000 10.0684 0.0000 2.5363 20.4630 19.6269 5.1891 -0.4637 3048553.7156
1150.0000 10.1082 0.0000 2.5638 20.5293 19.8059 5.2813 -0.4720 3050735.5772
1160.0000 10.1473 0.0000 2.5914 20.5942 19.9839 5.3737 -0.4804 3052863.4884
1170.0000 10.1855 0.0000 2.6189 20.6578 20.1609 5.4666 -0.4889 3054939.1932
1180.0000 10.2230 0.0000 2.6465 20.7200 20.3370 5.5597 -0.4973 3056964.3667
1190.0000 10.2597 0.0000 2.6740 20.7810 20.5121 5.6531 -0.5059 3058940.6181
1200.0000 10.2957 0.0000 2.7014 20.8408 20.6863 5.7469 -0.5145 3060869.4939
1210.0000 10.3310 0.0000 2.7289 20.8993 20.8595 5.8409 -0.5231 3062752.4804
1220.0000 10.3656 0.0000 2.7563 20.9567 21.0317 5.9352 -0.5318 3064591.0071
1230.0000 10.3995 0.0000 2.7837 21.0129 21.2030 6.0298 -0.5405 3066386.4486
1240.0000 10.4327 0.0000 2.8111 21.0681 21.3734 6.1247 -0.5493 3068140.1275
1250.0000 10.4653 0.0000 2.8385 21.1221 21.5428 6.2198 -0.5581 3069853.3165
1260.0000 10.4973 0.0000 2.8659 21.1750 21.7114 6.3152 -0.5670 3071527.2408
1270.0000 10.5286 0.0000 2.8932 21.2269 21.8790 6.4108 -0.5759 3073163.0800
1280.0000 10.5593 0.0000 2.9205 21.2778 22.0456 6.5067 -0.5848 3074761.9701
1290.0000 10.5895 0.0000 2.9478 21.3278 22.2114 6.6027 -0.5938 3076325.0056
1300.0000 10.6191 0.0000 2.9751 21.3767 22.3763 6.6991 -0.6029 3077853.2412
1310.0000 10.6481 0.0000 3.0023 21.4247 22.5403 6.7956 -0.6120 3079347.6934
1320.0000 10.6765 0.0000 3.0296 21.4718 22.7034 6.8923 -0.6211 3080809.3421
1330.0000 10.7045 0.0000 3.0568 21.5180 22.8656 6.9893 -0.6303 3082239.1324
1340.0000 10.7319 0.0000 3.0840 21.5633 23.0270 7.0864 -0.6395 3083637.9758
1350.0000 10.7588 0.0000 3.1111 21.6078 23.1875 7.1838 -0.6488 3085006.7519
1360.0000 10.7852 0.0000 3.1383 21.6514 23.3471 7.2813 -0.6581 3086346.3093
1370.0000 10.8111 0.0000 3.1654 21.6942 23.5059 7.3790 -0.6674 3087657.4673
1380.0000 10.8366 0.0000 3.1926 21.7362 23.6638 7.4769 -0.6768 3088941.0169
1390.0000 10.8615 0.0000 3.2197 21.7775 23.8209 7.5749 -0.6862 3090197.7218
1400.0000 10.8861 0.0000 3.2468 21.8180 23.9772 7.6731 -0.6957 3091428.3200
1410.0000 10.9102 0.0000 3.2738 21.8577 24.1326 7.7715 -0.7052 3092633.5243
1420.0000 10.9338 0.0000 3.3009 21.8967 24.2872 7.8700 -0.7148 3093814.0235
1430.0000 10.9570 0.0000 3.3279 21.9351 24.4410 7.9687 -0.7244 3094970.4835
1440.0000 10.9798 0.0000 3.3549 21.9727 24.5940 8.0675 -0.7340 3096103.5480
1450.0000 11.0022 0.0000 3.3819 22.0096 24.7462 8.1664 -0.7437 3097213.8396
1460.0000 11.0243 0.0000 3.4089 22.0459 24.8976 8.2655 -0.7534 3098301.9602
1470.0000 11.0459 0.0000 3.4359 22.0816 25.0482 8.3647 -0.7631 3099368.4924
1480.0000 11.0671 0.0000 3.4628 22.1166 25.1980 8.4641 -0.7729 3100413.9996
1490.0000 11.0880 0.0000 3.4898 22.1510 25.3471 8.5635 -0.7827 3101439.0275
1500.0000 11.1085 0.0000 3.5167 22.1848 25.4953 8.6631 -0.7926 3102444.1039
1510.0000 11.1287 0.0000 3.5436 22.2180 25.6429 8.7628 -0.8025 3103429.7400
1520.0000 11.1485 0.0000 3.5705 22.2506 25.7896 8.8625 -0.8124 3104396.4309
1530.0000 11.1680 0.0000 3.5974 22.2827 25.9356 8.9624 -0.8224 3105344.6560
1540.0000 11.1871 0.0000 3.6242 22.3142 26.0809 9.0624 -0.8324 3106274.8799
1550.0000 11.2060 0.0000 3.6511 22.3452 26.2254 9.1625 -0.8425 3107187.5526
1560.0000 11.2245 0.0000 3.6779 22.3757 26.3692 9.2627 -0.8526 3108083.1104
1570.0000 11.2427 0.0000 3.7047 22.4056 26.5123 9.3629 -0.8627 3108961.9759
1580.0000 11.2606 0.0000 3.7315 22.4350 26.6546 9.4633 -0.8728 3109824.5592
1590.0000 11.2782 0.0000 3.7583 22.4640 26.7963 9.5637 -0.8830 3110671.2577
1600.0000 11.2955 0.0000 3.7851 22.4924 26.9372 9.6642 -0.8933 3111502.4569
1610.0000 11.3125 0.0000 3.8118 22.5204 27.0774 9.7648 -0.9035 3112318.5307
1620.0000 11.3292 0.0000 3.8386 22.5480 27.2170 9.8655 -0.9138 3113119.8420
1630.0000 11.3457 0.0000 3.8653 22.5750 27.3558 9.9662 -0.9242 3113906.7428
1640.0000 11.3619 0.0000 3.8920 22.6017 27.4940 10.0670 -0.9345 3114679.5746
1650.0000 11.3779 0.0000 3.9187 22.6279 27.6314 10.1678 -0.9449 3115438.6693
1660.0000 11.3935 0.0000 3.9454 22.6536 27.7682 10.2688 -0.9554 3116184.3488
1670.0000 11.4090 0.0000 3.9721 22.6790 27.9044 10.3697 -0.9658 3116916.9257
1680.0000 11.4242 0.0000 3.9988 22.7040 28.0399 10.4708 -0.9763 3117636.7037
1690.0000 11.4391 0.0000 4.0254 22.7285 28.1747 10.5718 -0.9869 3118343.9778
1700.0000 11.4538 0.0000 4.0521 22.7527 28.3088 10.6730 -0.9974 3119039.0345
1710.0000 11.4683 0.0000 4.0787 22.7764 28.4423 10.7741 -1.0080 3119722.1522
1720.0000 11.4826 0.0000 4.1053 22.7999 28.5752 10.8753 -1.0187 3120393.6016
1730.0000 11.4966 0.0000 4.1319 22.8229 28.7075 10.9766 -1.0293 3121053.6456
1740.0000 11.5104 0.0000 4.1585 22.8456 28.8391 11.0779 -1.0400 3121702.5398
1750.0000 11.5240 0.0000 4.1851 22.8679 28.9701 11.1792 -1.0507 3122340.5330
1760.0000 11.5374 0.0000 4.2117 22.8899 29.1004 11.2806 -1.0615 3122967.8667
1770.0000 11.5506 0.0000 4.2382 22.9115 29.2302 11.3820 -1.0723 3123584.7761
1780.0000 11.5636 0.0000 4.2648 22.9328 29.3593 11.4834 -1.0831 3124191.4899
1790.0000 11.5764 0.0000 4.2913 22.9538 29.4878 11.5849 -1.0940 3124788.2304
1800.0000 11.5890 0.0000 4.3179 22.9745 29.6158 11.6864 -1.1049 3125375.2143
1810.0000 11.6014 0.0000 4.3444 22.9948 29.7431 11.7879 -1.1158 3125952.6520
1820.0000 11.6136 0.0000 4.3709 23.0149 29.8699 11.8894 -1.1267 3126520.7487
1830.0000 11.6257 0.0000 4.3974 23.0346 29.9960 11.9910 -1.1377 3127079.7038
1840.0000 11.6375 0.0000 4.4239 23.0541 30.1216 12.0926 -1.1487 3127629.7117
1850.0000 11.6492 0.0000 4.4503 23.0733 30.2466 12.1942 -1.1597 3128170.9616
1860.0000 11.6607 0.0000 4.4768 23.0921 30.3711 12.2958 -1.1708 3128703.6377
1870.0000 11.6721 0.0000 4.5033 23.1107 30.4949 12.3974 -1.1819 3129227.9193
1880.0000 11.6833 0.0000 4.5297 23.1291 30.6182 12.4990 -1.1930 3129743.9813
1890.0000 11.6943 0.0000 4.5561 23.1471 30.7410 12.6007 -1.2042 3130251.9939
1900.0000 11.7052 0.0000 4.5826 23.1649 30.8632 12.7023 -1.2154 3130752.1230
1910.0000 11.7159 0.0000 4.6090 23.1825 30.9848 12.8040 -1.2266 3131244.5303
1920.0000 11.7264 0.0000 4.6354 23.1998 31.1059 12.9056 -1.2378 3131729.3733
1930.0000 11.7368 0.0000 4.6618 23.2168 31.2265 13.0073 -1.2491 3132206.8057
1940.0000 11.7471 0.0000 4.6882 23.2336 31.3465 13.1090 -1.2604 3132676.9770
1950.0000 11.7572 0.0000 4.7145 23.2502 31.4660 13.2106 -1.2717 3133140.0334
1960.0000 11.7672 0.0000 4.7409 23.2665 31.5850 13.3123 -1.2831 3133596.1170
1970.0000 11.7770 0.0000 4.7673 23.2826 31.7034 13.4140 -1.2945 3134045.3668
1980.0000 11.7867 0.0000 4.7936 23.2985 31.8214 13.5156 -1.3059 3134487.9180
1990.0000 11.7962 0.0000 4.8200 23.3141 31.9388 13.6173 -1.3173 3134923.9028
2000.0000 11.8057 0.0000 4.8463 23.3296 32.0557 13.7190 -1.3288 3135353.4499
2010.0000 11.8150 0.0000 4.8726 23.3448 32.1721 13.8206 -1.3403 3135776.6851
2020.0000 11.8241 0.0000 4.8989 23.3598 32.2880 13.9223 -1.3518 3136193.7309
2030.0000 11.8332 0.0000 4.9252 23.3746 32.4034 14.0239 -1.3633 3136604.7072
2040.0000 11.8421 0.0000 4.9515 23.3892 32.5183 14.1255 -1.3749 3137009.7307
2050.0000 11.8509 0.0000 4.9778 23.4036 32.6327 14.2271 -1.3865 3137408.9154
2060.0000 11.8596 0.0000 5.0041 23.4178 32.7466 14.3287 -1.3981 3137802.3727
2070.0000 11.8681 0.0000 5.0304 23.4318 32.8600 14.4303 -1.4098 3138190.2113
2080.0000 11.8766 0.0000 5.0567 23.4457 32.9730 14.5319 -1.4215 3138572.5373
2090.0000 11.8849 0.0000 5.0829 23.4593 33.0855 14.6335 -1.4332 3138949.4544
2100.0000 11.8932 0.0000 5.1092 23.4728 33.1975 14.7350 -1.4449 3139321.0637
2110.0000 11.9013 0.0000 5.1354 23.4860 33.3090 14.8365 -1.4567 3139687.4643
2120.0000 11.9093 0.0000 5.1617 23.4991 33.4201 14.9380 -1.4685 3140048.7527
2130.0000 11.9172 0.0000 5.1879 23.5121 33.5307 15.0395 -1.4803 3140405.0232
2140.0000 11.9250 0.0000 5.2141 23.5248 33.6409 15.1410 -1.4921 3140756.3682
2150.0000 11.9327 0.0000 5.2403 23.5374 33.7506 15.2425 -1.5040 3141102.8776
2160.0000 11.9403 0.0000 5.2665 23.5499 33.8598 15.3439 -1.5159 3141444.6396
2170.0000 11.9478 0.0000 5.2927 23.5621 33.9686 15.4453 -1.5278 3141781.7403
2180.0000 11.9552 0.0000 5.3189 23.5742 34.0770 15.5467 -1.5397 3142114.2637
2190.0000 11.9625 0.0000 5.3451 23.5862 34.1849 15.6480 -1.5517 3142442.2922
2200.0000 11.9697 0.0000 5.3713 23.5980 34.2924 15.7494 -1.5637 3142765.9062
2210.0000 11.9769 0.0000 5.3975 23.6097 34.3994 15.8507 -1.5757 3143085.1843
2220.0000 11.9839 0.0000 5.4236 23.6212 34.5060 15.9520 -1.5877 3143400.2034
2230.0000 11.9909 0.0000 5.4498 23.6325 34.6122 16.0532 -1.5998 3143711.0388
2240.0000 11.9977 0.0000 5.4760 23.6437 34.7180 16.1544 -1.6119 3144017.7639
2250.0000 12.0045 0.0000 5.5021 23.6548 34.8233 16.2557 -1.6240 3144320.4508
2260.0000 12.0112 0.0000 5.5282 23.6657 34.9283 16.3568 -1.6361 3144619.1698
2270.0000 12.0178 0.0000 5.5544 23.6765 35.0328 16.4580 -1.6483 3144913.9898
2280.0000 12.0243 0.0000 5.5805 23.6872 35.1369 16.5591 -1.6604 3145204.9782
2290.0000 12.0308 0.0000 5.6066 23.6977 35.2405 16.6602 -1.6726 3145492.2009
2300.0000 12.0371 0.0000 5.6327 23.7082 35.3438 16.7612 -1.6849 3145775.7225
2310.0000 12.0434 0.0000 5.6589 23.7184 35.4467 16.8622 -1.6971 3146055.6061
2320.0000 12.0496 0.0000 5.6850 23.7286 35.5492 16.9632 -1.7094 3146331.9135
2330.0000 12.0558 0.0000 5.7111 23.7386 35.6513 17.0642 -1.7217 3146604.7053
2340.0000 12.0618 0.0000 5.7372 23.7485 35.7530 17.1651 -1.7340 3146874.0406
2350.0000 12.0678 0.0000 5.7632 23.7583 35.8542 17.2660 -1.7464 3147139.9776
2360.0000 12.0737 0.0000 5.7893 23.7680 35.9551 17.3669 -1.7587 3147402.5729
2370.0000 12.0796 0.0000 5.8154 23.7775 36.0557 17.4677 -1.7711 3147661.8822
2380.0000 12.0854 0.0000 5.8415 23.7870 36.1558 17.5685 -1.7835 3147917.9601
2390.0000 12.0911 0.0000 5.8675 23.7963 36.2556 17.6692 -1.7960 3148170.8597
2400.0000 12.0967 0.0000 5.8936 23.8055 36.3549 17.7699 -1.8084 3148420.6334
2410.0000 12.1023 0.0000 5.9196 23.8146 36.4539 17.8706 -1.8209 3148667.3324
2420.0000 12.1078 0.0000 5.9457 23.8236 36.5526 17.9713 -1.8334 3148911.0067
2430.0000 12.1133 0.0000 5.9717 23.8325 36.6508 18.0719 -1.8459 3149151.7057
2440.0000 12.1186 0.0000 5.9978 23.8413 36.7487 18.1724 -1.8585 3149389.4772
2450.0000 12.1240 0.0000 6.0238 23.8500 36.8463 18.2730 -1.8711 3149624.3687
2460.0000 12.1292 0.0000 6.0498 23.8586 36.9434 18.3734 -1.8836 3149856.4261
2470.0000 12.1344 0.0000 6.0759 23.8671 37.0402 18.4739 -1.8963 3150085.6950
2480.0000 12.1396 0.0000 6.1019 23.8754 37.1367 18.5743 -1.9089 3150312.2197
2490.0000 12.1446 0.0000 6.1279 23.8837 37.2328 18.6747 -1.9216 3150536.0436
2500.0000 12.1497 0.0000 6.1539 23.8919 37.3285 18.7750 -1.9342 3150757.2095
2510.0000 12.1546 0.0000 6.1799 23.9000 37.4239 18.8753 -1.9469 3150975.7593
2520.0000 12.1595 0.0000 6.2059 23.9081 37.5190 18.9756 -1.9597 3151191.7338
2530.0000 12.1644 0.0000 6.2319 23.9160 37.6136 19.0758 -1.9724 3151405.1734
2540.0000 12.1692 0.0000 6.2579 23.9238 37.7080 19.1759 -1.9852 3151616.1174
2550.0000 12.1739 0.0000 6.2839 23.9316 37.8020 19.2761 -1.9979 3151824.6046
2560.0000 12.1786 0.0000 6.3098 23.9392 37.8957 19.3762 -2.0108 3152030.6729
2570.0000 12.1833 0.0000 6.3358 23.9468 37.9891 19.4762 -2.0236 3152234.3594
2580.0000 12.1878 0.0000 6.3618 23.9543 38.0821 19.5762 -2.0364 3152435.7007
2590.0000 12.1924 0.0000 6.3877 23.9617 38.1747 19.6762 -2.0493 3152634.7326
2600.0000 12.1969 0.0000 6.4137 23.9690 38.2671 19.7761 -2.0622 3152831.4901
2610.0000 12.2013 0.0000 6.4397 23.9763 38.3591 19.8760 -2.0751 3153026.0077
2620.0000 12.2057 0.0000 6.4656 23.9834 38.4508 19.9758 -2.0880 3153218.3193
2630.0000 12.2100 0.0000 6.4916 23.9905 38.5422 20.0756 -2.1010 3153408.4579
2640.0000 12.2143 0.0000 6.5175 23.9975 38.6333 20.1753 -2.1139 3153596.4562
2650.0000 12.2186 0.0000 6.5434 24.0045 38.7240 20.2750 -2.1269 3153782.3461
2660.0000 12.2228 0.0000 6.5694 24.0113 38.8144 20.3747 -2.1400 3153966.1589
2670.0000 12.2270 0.0000 6.5953 24.0181 38.9045 20.4743 -2.1530 3154147.9255
2680.0000 12.2311 0.0000 6.6212 24.0248 38.9943 20.5739 -2.1660 3154327.6759
2690.0000 12.2351 0.0000 6.6472 24.0315 39.0838 20.6734 -2.1791 3154505.4399
2700.0000 12.2392 0.0000 6.6731 24.0380 39.1730 20.7729 -2.1922 3154681.2466
2710.0000 12.2432 0.0000 6.6990 24.0445 39.2619 20.8723 -2.2053 3154855.1245
2720.0000 12.2471 0.0000 6.7249 24.0510 39.3505 20.9717 -2.2184 3155027.1018
2730.0000 12.2510 0.0000 6.7508 24.0573 39.4387 21.0711 -2.2316 3155197.2059
2740.0000 12.2549 0.0000 6.7767 24.0636 39.5267 21.1704 -2.2448 3155365.4639
2750.0000 12.2587 0.0000 6.8026 24.0699 39.6144 21.2696 -2.2580 3155531.9024
2760.0000 12.2625 0.0000 6.8285 24.0760 39.7018 21.3689 -2.2712 3155696.5475
2770.0000 12.2662 0.0000 6.8544 24.0821 39.7889 21.4680 -2.2844 3155859.4248
